order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,total_revenue,status,country,region,shipping_days
ORD000300,C00370,P012,2026-01-21,1,37.74,0.0,37.74,Completed,France,West,3
ORD000301,C00306,P014,2024-05-23,1,302.9,0.0,302.9,Completed,Germany,Central,2
ORD000302,C00450,P018,2024-03-13,1,61.28,0.0,61.28,Completed,Spain,South,6
ORD000303,C00267,P001,2026-03-03,1,332.8,0.0,332.8,Completed,France,West,7
ORD000304,C00183,P020,2026-04-27,1,141.21,0.0,141.21,Returned,Germany,Central,1
ORD000305,C00113,P001,2024-07-01,2,332.8,0.0,665.6,Returned,Germany,Central,5
ORD000306,C00327,P017,2024-12-05,1,164.35,0.0,164.35,Completed,Germany,Central,3
ORD000307,C00474,P015,2024-09-13,1,138.08,0.0,138.08,Completed,France,West,2
ORD000308,C00145,P019,2025-09-29,2,105.44,0.0,210.88,Completed,Germany,Central,1
ORD000309,C00414,P021,2024-02-06,1,41.22,0.0,41.22,Completed,Netherlands,North,3
ORD000310,C00225,P019,2024-09-26,3,105.44,0.0,316.32,Completed,Germany,Central,1
ORD000311,C00478,P023,2025-01-17,1,18.77,0.0,18.77,Returned,Spain,South,6
ORD000312,C00335,P022,2024-05-15,1,10.62,0.1,9.56,Completed,Germany,Central,7
ORD000313,C00383,P018,2026-05-26,1,61.28,0.0,61.28,Completed,Germany,Central,4
ORD000314,C00299,P012,2025-01-18,2,37.74,0.05,71.71,Returned,Spain,South,3
ORD000315,C00275,P022,2025-01-14,34,10.62,0.0,361.08,Completed,Germany,Central,6
ORD000316,C00097,P005,2025-10-20,1,79.72,0.05,75.73,Completed,Netherlands,North,7
ORD000317,C00409,P012,2026-05-02,44,37.74,0.05,1577.53,Returned,Germany,Central,7
ORD000318,C00189,P002,2025-02-24,3,622.48,0.0,1867.44,Returned,Germany,Central,2
ORD000319,C00233,P013,2024-04-02,1,157.34,0.0,157.34,Completed,France,West,4
ORD000320,C00321,P023,2024-10-19,1,18.77,0.0,18.77,Completed,Germany,Central,5
ORD000321,C00419,P025,2024-11-29,2,18.94,0.0,37.88,Completed,Germany,Central,1
ORD000322,C00009,P022,2024-09-15,3,10.62,0.0,31.86,Returned,Germany,Central,3
ORD000323,C00120,P019,2026-02-01,1,105.44,0.05,100.17,Completed,Germany,Central,7
ORD000324,C00247,P011,2024-10-17,1,137.22,0.0,137.22,Completed,France,West,6
ORD000325,C00002,P005,2024-02-07,1,79.72,0.0,79.72,Completed,Germany,Central,4
ORD000326,C00495,P001,2024-03-10,1,332.8,0.0,332.8,Completed,UK,North,6
ORD000327,C00399,P005,2025-02-11,1,79.72,0.05,75.73,Completed,France,West,5
ORD000328,C00370,P020,2026-04-02,2,141.21,0.0,282.42,Returned,France,West,6
ORD000329,C00196,P028,2024-03-11,1,41.33,0.0,41.33,Completed,Germany,Central,2
ORD000330,C00413,P029,2023-09-18,1,121.11,0.0,121.11,Completed,France,West,4
ORD000331,C00112,P013,2025-10-24,1,157.34,0.0,157.34,Completed,Spain,South,1
ORD000332,C00293,P025,2026-02-13,2,18.94,0.05,35.99,Completed,Spain,South,1
ORD000333,C00425,P019,2023-10-31,1,105.44,0.05,100.17,Completed,Germany,Central,5
ORD000334,C00471,P014,2026-02-19,1,302.9,0.0,302.9,Completed,Germany,Central,1
ORD000335,C00063,P013,2026-05-29,2,157.34,0.0,314.68,Completed,Germany,Central,6
ORD000336,C00491,P028,2023-07-18,1,41.33,0.0,41.33,Completed,UK,North,3
ORD000337,C00441,P026,2023-12-28,2,23.99,0.0,47.98,Completed,UK,North,2
ORD000338,C00443,P013,2025-01-26,2,157.34,0.0,314.68,Completed,Germany,Central,2
ORD000339,C00335,P010,2024-03-22,1,156.32,0.0,156.32,Returned,Germany,Central,4
ORD000340,C00409,P023,2024-03-31,47,18.77,0.15,749.86,Completed,Germany,Central,3
ORD000341,C00218,P001,2024-11-06,1,332.8,0.0,332.8,Completed,Germany,Central,2
ORD000342,C00038,P028,2026-04-20,1,41.33,0.0,41.33,Completed,France,West,7
ORD000343,C00413,P021,2025-11-04,1,41.22,0.0,41.22,Completed,France,West,6
ORD000344,C00321,P019,2024-03-25,4,105.44,0.0,421.76,Completed,Germany,Central,4
ORD000345,C00013,P023,2023-07-27,1,18.77,0.0,18.77,Pending,Netherlands,North,6
ORD000346,C00218,P030,2026-05-26,2,63.56,0.0,127.12,Completed,Germany,Central,3
ORD000347,C00296,P010,2025-09-08,1,156.32,0.05,148.5,Completed,UK,North,4
ORD000348,C00337,P018,2025-08-27,1,61.28,0.0,61.28,Completed,France,West,3
ORD000349,C00443,P023,2023-11-22,1,18.77,0.05,17.83,Completed,Germany,Central,5
ORD000350,C00451,P019,2025-09-14,1,105.44,0.0,105.44,Completed,Germany,Central,4
ORD000351,C00216,P006,2023-08-28,2,151.4,0.0,302.8,Completed,France,West,6
ORD000352,C00351,P017,2025-08-19,3,164.35,0.0,493.05,Completed,Germany,Central,3
ORD000353,C00305,P018,2025-09-11,1,61.28,0.0,61.28,Completed,Germany,Central,3
ORD000354,C00031,P003,2023-09-26,1,176.54,0.0,176.54,Completed,UK,North,3
ORD000355,C00052,P014,2026-05-31,2,302.9,0.0,605.8,Completed,Germany,Central,7
ORD000356,C00115,P001,2025-10-22,2,332.8,0.0,665.6,Pending,Spain,South,5
ORD000357,C00352,P024,2025-11-07,31,43.76,0.0,1356.56,Completed,UK,North,6
ORD000358,C00064,P018,2024-07-02,2,61.28,0.05,116.43,Completed,Germany,Central,2
ORD000359,C00076,P006,2026-05-11,1,151.4,0.0,151.4,Completed,France,West,6
ORD000360,C00430,P030,2024-01-03,1,63.56,0.0,63.56,Completed,Germany,Central,2
ORD000361,C00337,P002,2025-04-22,2,622.48,0.0,1244.96,Pending,France,West,4
ORD000362,C00077,P022,2025-11-18,1,10.62,0.0,10.62,Completed,Germany,Central,5
ORD000363,C00315,P024,2025-07-07,2,43.76,0.0,87.52,Completed,Germany,Central,6
ORD000364,C00144,P011,2024-04-13,1,137.22,0.0,137.22,Pending,Netherlands,North,3
ORD000365,C00488,P018,2026-04-13,1,61.28,0.0,61.28,Completed,France,West,5
ORD000366,C00464,P017,2025-06-15,2,164.35,0.05,312.26,Completed,Germany,Central,5
ORD000367,C00192,P027,2024-04-04,1,41.29,0.0,41.29,Completed,France,West,1
ORD000368,C00438,P013,2025-07-17,2,157.34,0.0,314.68,Completed,Germany,Central,4
ORD000369,C00225,P003,2025-02-27,1,176.54,0.0,176.54,Completed,Germany,Central,3
ORD000370,C00302,P030,2023-10-13,40,63.56,0.0,2542.4,Returned,Germany,Central,5
ORD000371,C00094,P029,2025-05-01,2,121.11,0.0,242.22,Completed,Spain,South,6
ORD000372,C00071,P026,2025-02-19,41,23.99,0.0,983.59,Completed,Netherlands,North,6
ORD000373,C00141,P029,2024-02-13,1,121.11,0.0,121.11,Completed,Germany,Central,6
ORD000374,C00050,P015,2024-05-16,1,138.08,0.0,138.08,Completed,France,West,6
ORD000375,C00390,P014,2023-09-19,2,302.9,0.05,575.51,Completed,Spain,South,3
ORD000376,C00359,P030,2024-08-24,1,63.56,0.05,60.38,Completed,UK,North,3
ORD000377,C00171,P011,2024-01-13,1,137.22,0.0,137.22,Completed,UK,North,4
ORD000378,C00326,P029,2024-08-10,1,121.11,0.0,121.11,Completed,Netherlands,North,4
ORD000379,C00296,P026,2025-01-21,1,23.99,0.0,23.99,Completed,UK,North,5
ORD000380,C00342,P011,2024-08-06,1,137.22,0.0,137.22,Completed,Germany,Central,6
ORD000381,C00337,P026,2023-10-22,1,23.99,0.0,23.99,Completed,France,West,4
ORD000382,C00379,P022,2024-01-02,1,10.62,0.0,10.62,Completed,Germany,Central,6
ORD000383,C00039,P014,2024-07-23,19,302.9,0.15,4891.83,Completed,UK,North,4
ORD000384,C00006,P006,2024-12-08,1,151.4,0.1,136.26,Returned,Germany,Central,5
ORD000385,C00239,P002,2024-01-28,1,622.48,0.1,560.23,Completed,France,West,3
ORD000386,C00370,P015,2026-02-17,1,138.08,0.0,138.08,Completed,France,West,1
ORD000387,C00023,P005,2024-03-13,1,79.72,0.0,79.72,Completed,Germany,Central,3
ORD000388,C00472,P001,2026-01-27,1,332.8,0.05,316.16,Completed,Germany,Central,3
ORD000389,C00200,P021,2026-06-01,17,41.22,0.1,630.67,Completed,Germany,Central,7
ORD000390,C00078,P016,2026-05-31,22,125.53,0.0,2761.66,Completed,France,West,7
ORD000391,C00497,P021,2023-07-13,46,41.22,0.15,1611.7,Completed,Germany,Central,1
ORD000392,C00171,P023,2025-05-29,1,18.77,0.0,18.77,Completed,UK,North,7
ORD000393,C00023,P007,2025-02-26,1,45.68,0.0,45.68,Returned,Germany,Central,4
ORD000394,C00121,P026,2025-01-19,1,23.99,0.0,23.99,Completed,Netherlands,North,5
ORD000395,C00342,P010,2026-05-03,1,156.32,0.0,156.32,Completed,Germany,Central,1
ORD000396,C00201,P014,2025-09-23,22,302.9,0.0,6663.8,Completed,Netherlands,North,2
ORD000397,C00148,P021,2024-07-25,1,41.22,0.0,41.22,Completed,Netherlands,North,1
ORD000398,C00344,P015,2024-11-24,41,138.08,0.05,5378.22,Completed,Netherlands,North,3
ORD000399,C00048,P001,2025-12-21,3,332.8,0.1,898.56,Completed,Spain,South,3
ORD000400,C00067,P007,2026-05-25,2,45.68,0.0,91.36,Completed,France,West,2
ORD000401,C00072,P028,2026-03-29,1,41.33,0.0,41.33,Completed,Germany,Central,4
ORD000402,C00216,P012,2025-09-06,1,37.74,0.1,33.97,Completed,France,West,4
ORD000403,C00102,P026,2024-11-26,1,23.99,0.0,23.99,Completed,France,West,1
ORD000404,C00466,P011,2024-05-01,1,137.22,0.0,137.22,Completed,France,West,5
ORD000405,C00466,P020,2023-09-28,1,141.21,0.05,134.15,Completed,France,West,6
ORD000406,C00322,P013,2024-11-27,1,157.34,0.0,157.34,Completed,France,West,6
ORD000407,C00379,P007,2025-10-03,1,45.68,0.0,45.68,Completed,Germany,Central,3
ORD000408,C00249,P027,2023-09-20,1,41.29,0.0,41.29,Completed,Germany,Central,6
ORD000409,C00052,P007,2024-11-29,1,45.68,0.0,45.68,Completed,Germany,Central,2
ORD000410,C00465,P006,2024-06-26,1,151.4,0.0,151.4,Returned,UK,North,6
ORD000411,C00083,P019,2024-11-30,1,105.44,0.05,100.17,Completed,Germany,Central,2
ORD000412,C00352,P023,2025-04-10,44,18.77,0.0,825.88,Completed,UK,North,5
ORD000413,C00491,P009,2024-08-04,1,105.66,0.0,105.66,Completed,UK,North,6
ORD000414,C00044,P008,2025-07-13,1,80.48,0.0,80.48,Completed,France,West,1
ORD000415,C00434,P022,2024-05-20,2,10.62,0.0,21.24,Completed,UK,North,7
ORD000416,C00216,P025,2024-07-17,3,18.94,0.0,56.82,Completed,France,West,2
ORD000417,C00480,P008,2023-09-03,1,80.48,0.05,76.46,Completed,Germany,Central,4
ORD000418,C00467,P023,2026-04-02,1,18.77,0.0,18.77,Completed,Germany,Central,6
ORD000419,C00377,P011,2025-06-08,1,137.22,0.0,137.22,Completed,France,West,4
ORD000420,C00350,P011,2024-04-26,2,137.22,0.0,274.44,Completed,Germany,Central,2
ORD000421,C00003,P019,2024-10-30,2,105.44,0.0,210.88,Completed,France,West,7
ORD000422,C00306,P013,2024-01-19,1,157.34,0.05,149.47,Returned,Germany,Central,3
ORD000423,C00135,P025,2026-05-09,1,18.94,0.05,17.99,Completed,UK,North,1
ORD000424,C00292,P004,2025-05-31,1,494.79,0.05,470.05,Completed,Germany,Central,6
ORD000425,C00059,P002,2023-06-25,3,622.48,0.0,1867.44,Completed,Germany,Central,6
ORD000426,C00231,P005,2025-10-12,1,79.72,0.0,79.72,Completed,Germany,Central,2
ORD000427,C00129,P025,2026-04-26,1,18.94,0.0,18.94,Completed,Germany,Central,2
ORD000428,C00167,P006,2025-04-09,1,151.4,0.0,151.4,Returned,UK,North,4
ORD000429,C00131,P009,2025-06-27,2,105.66,0.0,211.32,Completed,Germany,Central,4
ORD000430,C00098,P018,2025-11-11,1,61.28,0.0,61.28,Completed,Germany,Central,5
ORD000431,C00037,P007,2024-02-03,3,45.68,0.0,137.04,Completed,Netherlands,North,6
ORD000432,C00319,P003,2025-03-06,1,176.54,0.0,176.54,Completed,Netherlands,North,6
ORD000433,C00033,P027,2025-09-23,1,41.29,0.05,39.23,Completed,Netherlands,North,3
ORD000434,C00432,P017,2023-11-26,1,164.35,0.0,164.35,Completed,Germany,Central,4
ORD000435,C00374,P009,2025-07-05,1,105.66,0.0,105.66,Completed,UK,North,7
ORD000436,C00188,P020,2025-12-19,1,141.21,0.0,141.21,Completed,France,West,3
ORD000437,C00121,P015,2024-09-11,1,138.08,0.05,131.18,Completed,Netherlands,North,7
ORD000438,C00432,P023,2024-04-21,2,18.77,0.05,35.66,Returned,Germany,Central,6
ORD000439,C00070,P025,2025-12-03,1,18.94,0.0,18.94,Completed,Germany,Central,7
ORD000440,C00246,P017,2024-04-29,3,164.35,0.0,493.05,Completed,Spain,South,4
ORD000441,C00203,P001,2025-12-04,2,332.8,0.0,665.6,Completed,UK,North,3
ORD000442,C00450,P029,2025-05-17,1,121.11,0.0,121.11,Completed,Spain,South,7
ORD000443,C00336,P013,2025-02-25,3,157.34,0.0,472.02,Pending,Spain,South,1
ORD000444,C00345,P026,2025-02-24,22,23.99,0.05,501.39,Completed,Germany,Central,2
ORD000445,C00096,P029,2026-02-10,1,121.11,0.0,121.11,Completed,Germany,Central,5
ORD000446,C00180,P006,2026-03-12,1,151.4,0.0,151.4,Completed,Germany,Central,4
ORD000447,C00059,P019,2025-04-03,3,105.44,0.0,316.32,Completed,Germany,Central,5
ORD000448,C00414,P013,2025-09-08,1,157.34,0.05,149.47,Returned,Netherlands,North,7
ORD000449,C00071,P016,2024-12-15,13,125.53,0.15,1387.11,Completed,Netherlands,North,4
ORD000450,C00019,P016,2026-02-19,1,125.53,0.0,125.53,Completed,France,West,6
ORD000451,C00331,P010,2026-03-04,2,156.32,0.0,312.64,Completed,Germany,Central,3
ORD000452,C00370,P002,2024-05-20,2,622.48,0.0,1244.96,Completed,France,West,3
ORD000453,C00357,P001,2024-08-12,1,332.8,0.05,316.16,Completed,Germany,Central,7
ORD000454,C00110,P022,2025-08-31,21,10.62,0.05,211.87,Completed,Germany,Central,5
ORD000455,C00129,P003,2025-06-22,2,176.54,0.05,335.43,Completed,Germany,Central,5
ORD000456,C00203,P025,2024-10-03,2,18.94,0.0,37.88,Completed,UK,North,5
ORD000457,C00099,P006,2024-05-13,1,151.4,0.0,151.4,Completed,Germany,Central,4
ORD000458,C00237,P006,2025-05-28,48,151.4,0.1,6540.48,Completed,Germany,Central,6
ORD000459,C00446,P010,2026-03-11,1,156.32,0.1,140.69,Completed,Germany,Central,3
ORD000460,C00250,P006,2025-10-20,1,151.4,0.05,143.83,Completed,Netherlands,North,5
ORD000461,C00162,P001,2024-05-24,6,332.8,0.1,1797.12,Completed,France,West,1
ORD000462,C00445,P010,2025-03-02,4,156.32,0.0,625.28,Returned,Germany,Central,3
ORD000463,C00101,P024,2026-02-27,3,43.76,0.0,131.28,Returned,Germany,Central,4
ORD000464,C00057,P012,2024-11-15,1,37.74,0.0,37.74,Completed,Germany,Central,6
ORD000465,C00153,P009,2024-05-19,3,105.66,0.0,316.98,Completed,Spain,South,3
ORD000466,C00157,P028,2025-12-31,1,41.33,0.05,39.26,Completed,Netherlands,North,4
ORD000467,C00498,P024,2023-12-05,1,43.76,0.0,43.76,Completed,Germany,Central,4
ORD000468,C00265,P024,2024-06-09,1,43.76,0.0,43.76,Completed,UK,North,4
ORD000469,C00186,P024,2026-03-21,2,43.76,0.0,87.52,Completed,Germany,Central,6
ORD000470,C00125,P012,2025-10-01,1,37.74,0.0,37.74,Completed,Germany,Central,7
ORD000471,C00316,P021,2025-08-18,1,41.22,0.0,41.22,Completed,Germany,Central,1
ORD000472,C00233,P008,2025-03-18,1,80.48,0.0,80.48,Completed,France,West,5
ORD000473,C00284,P008,2025-12-11,1,80.48,0.0,80.48,Completed,Germany,Central,1
ORD000474,C00015,P029,2025-06-25,1,121.11,0.0,121.11,Completed,Netherlands,North,4
ORD000475,C00386,P026,2026-03-17,5,23.99,0.0,119.95,Completed,Germany,Central,1
ORD000476,C00160,P020,2025-10-19,3,141.21,0.0,423.63,Completed,France,West,3
ORD000477,C00479,P030,2026-03-27,19,63.56,0.0,1207.64,Returned,Netherlands,North,1
ORD000478,C00155,P022,2025-10-20,1,10.62,0.0,10.62,Returned,Germany,Central,2
ORD000479,C00314,P020,2024-03-17,1,141.21,0.0,141.21,Completed,Spain,South,2
ORD000480,C00260,P009,2024-02-07,3,105.66,0.0,316.98,Completed,Germany,Central,6
ORD000481,C00292,P021,2026-01-06,1,41.22,0.0,41.22,Completed,Germany,Central,5
ORD000482,C00326,P016,2026-04-08,2,125.53,0.0,251.06,Completed,Netherlands,North,3
ORD000483,C00110,P008,2025-12-19,47,80.48,0.1,3404.3,Completed,Germany,Central,2
ORD000484,C00027,P024,2024-12-05,1,43.76,0.0,43.76,Returned,Germany,Central,5
ORD000485,C00262,P024,2024-06-08,1,43.76,0.1,39.38,Returned,Netherlands,North,2
ORD000486,C00063,P012,2024-06-30,4,37.74,0.0,150.96,Completed,Germany,Central,3
ORD000487,C00299,P015,2025-06-18,1,138.08,0.0,138.08,Pending,Spain,South,3
ORD000488,C00458,P017,2025-10-01,1,164.35,0.0,164.35,Completed,Germany,Central,1
ORD000489,C00404,P020,2025-03-08,1,141.21,0.0,141.21,Completed,France,West,3
ORD000490,C00258,P015,2025-01-27,1,138.08,0.0,138.08,Completed,Germany,Central,6
ORD000491,C00104,P011,2024-12-11,1,137.22,0.0,137.22,Completed,Germany,Central,2
ORD000492,C00134,P006,2023-10-26,49,151.4,0.0,7418.6,Completed,Germany,Central,7
ORD000493,C00088,P022,2024-07-23,1,10.62,0.0,10.62,Completed,Germany,Central,1
ORD000494,C00380,P006,2024-12-18,1,151.4,0.0,151.4,Completed,Germany,Central,2
ORD000495,C00241,P016,2026-05-14,1,125.53,0.0,125.53,Returned,Germany,Central,7
ORD000496,C00083,P003,2024-02-10,1,176.54,0.0,176.54,Completed,Germany,Central,6
ORD000497,C00367,P019,2024-12-30,2,105.44,0.0,210.88,Completed,Germany,Central,3
ORD000498,C00029,P012,2023-09-10,1,37.74,0.0,37.74,Completed,Germany,Central,4
ORD000499,C00090,P006,2025-07-17,1,151.4,0.0,151.4,Completed,Netherlands,North,7
ORD000500,C00327,P007,2025-03-30,2,45.68,0.0,91.36,Completed,Germany,Central,3
ORD000501,C00387,P010,2026-04-02,1,156.32,0.0,156.32,Completed,Germany,Central,5
ORD000502,C00275,P003,2024-03-11,25,176.54,0.05,4192.82,Completed,Germany,Central,1
ORD000503,C00443,P025,2025-02-28,3,18.94,0.0,56.82,Completed,Germany,Central,6
ORD000504,C00041,P027,2024-07-20,6,41.29,0.05,235.35,Completed,Spain,South,2
ORD000505,C00301,P028,2024-10-02,1,41.33,0.0,41.33,Completed,France,West,1
ORD000506,C00288,P015,2024-01-17,1,138.08,0.05,131.18,Completed,France,West,1
ORD000507,C00319,P027,2023-09-30,1,41.29,0.0,41.29,Pending,Netherlands,North,1
ORD000508,C00176,P013,2024-01-04,1,157.34,0.0,157.34,Completed,France,West,1
ORD000509,C00178,P022,2024-09-17,1,10.62,0.0,10.62,Completed,France,West,4
ORD000510,C00274,P023,2024-07-06,1,18.77,0.0,18.77,Completed,Germany,Central,1
ORD000511,C00180,P025,2026-01-30,2,18.94,0.0,37.88,Completed,Germany,Central,6
ORD000512,C00435,P027,2026-05-07,1,41.29,0.0,41.29,Completed,Germany,Central,3
ORD000513,C00080,P001,2026-05-08,2,332.8,0.0,665.6,Completed,Germany,Central,7
ORD000514,C00290,P007,2026-03-26,1,45.68,0.0,45.68,Completed,Germany,Central,1
ORD000515,C00282,P027,2023-08-15,1,41.29,0.0,41.29,Completed,Germany,Central,3
ORD000516,C00360,P020,2023-11-10,3,141.21,0.0,423.63,Completed,Germany,Central,2
ORD000517,C00480,P029,2023-11-06,1,121.11,0.0,121.11,Completed,Germany,Central,2
ORD000518,C00109,P025,2023-12-08,1,18.94,0.0,18.94,Returned,Germany,Central,4
ORD000519,C00187,P025,2026-01-22,1,18.94,0.0,18.94,Completed,Germany,Central,5
ORD000520,C00158,P017,2023-12-24,18,164.35,0.0,2958.3,Completed,Germany,Central,3
ORD000521,C00389,P007,2023-11-02,4,45.68,0.1,164.45,Completed,Germany,Central,7
ORD000522,C00496,P025,2024-12-14,1,18.94,0.0,18.94,Returned,Germany,Central,1
ORD000523,C00022,P025,2025-04-26,25,18.94,0.0,473.5,Completed,Germany,Central,5
ORD000524,C00323,P016,2023-10-15,1,125.53,0.0,125.53,Completed,UK,North,3
ORD000525,C00494,P003,2023-08-15,21,176.54,0.0,3707.34,Completed,France,West,1
ORD000526,C00230,P010,2025-04-08,2,156.32,0.0,312.64,Returned,Germany,Central,4
ORD000527,C00062,P030,2024-10-21,1,63.56,0.0,63.56,Returned,Germany,Central,4
ORD000528,C00353,P007,2025-07-23,1,45.68,0.0,45.68,Completed,Germany,Central,2
ORD000529,C00231,P029,2024-10-01,1,121.11,0.0,121.11,Completed,Germany,Central,4
ORD000530,C00139,P012,2025-08-16,1,37.74,0.0,37.74,Completed,Germany,Central,4
ORD000531,C00064,P003,2025-10-16,2,176.54,0.0,353.08,Completed,Germany,Central,2
ORD000532,C00349,P016,2024-12-20,22,125.53,0.0,2761.66,Completed,Netherlands,North,1
ORD000533,C00386,P017,2023-11-25,8,164.35,0.1,1183.32,Completed,Germany,Central,2
ORD000534,C00194,P024,2025-07-30,1,43.76,0.0,43.76,Completed,France,West,3
ORD000535,C00352,P028,2025-03-12,27,41.33,0.05,1060.11,Completed,UK,North,2
ORD000536,C00409,P014,2024-11-13,38,302.9,0.05,10934.69,Completed,Germany,Central,7
ORD000537,C00063,P030,2024-10-08,1,63.56,0.0,63.56,Completed,Germany,Central,5
ORD000538,C00043,P003,2025-11-22,1,176.54,0.05,167.71,Completed,Spain,South,4
ORD000539,C00038,P029,2024-03-11,1,121.11,0.05,115.05,Completed,France,West,6
ORD000540,C00395,P021,2024-01-03,2,41.22,0.05,78.32,Completed,France,West,5
ORD000541,C00448,P019,2024-08-08,1,105.44,0.05,100.17,Completed,France,West,4
ORD000542,C00465,P010,2024-02-27,1,156.32,0.0,156.32,Completed,UK,North,2
ORD000543,C00122,P003,2024-12-13,1,176.54,0.0,176.54,Completed,Spain,South,4
ORD000544,C00457,P018,2024-10-09,1,61.28,0.0,61.28,Completed,Germany,Central,1
ORD000545,C00210,P011,2024-01-09,3,137.22,0.0,411.66,Completed,France,West,4
ORD000546,C00492,P024,2023-07-01,1,43.76,0.0,43.76,Completed,Germany,Central,4
ORD000547,C00434,P007,2024-11-03,1,45.68,0.0,45.68,Completed,UK,North,1
ORD000548,C00500,P005,2024-05-17,4,79.72,0.05,302.94,Completed,France,West,1
ORD000549,C00030,P015,2026-03-24,1,138.08,0.0,138.08,Returned,Germany,Central,4
ORD000550,C00494,P019,2024-08-30,34,105.44,0.1,3226.46,Completed,France,West,6
ORD000551,C00176,P026,2023-07-20,1,23.99,0.0,23.99,Returned,France,West,2
ORD000552,C00093,P012,2026-04-23,1,37.74,0.0,37.74,Completed,France,West,6
ORD000553,C00111,P003,2025-09-18,46,176.54,0.1,7308.76,Completed,Netherlands,North,2
ORD000554,C00397,P013,2024-11-02,1,157.34,0.05,149.47,Completed,France,West,5
ORD000555,C00273,P030,2023-10-15,1,63.56,0.0,63.56,Completed,Germany,Central,2
ORD000556,C00253,P022,2023-12-21,18,10.62,0.1,172.04,Completed,Germany,Central,3
ORD000557,C00275,P010,2025-11-11,39,156.32,0.0,6096.48,Completed,Germany,Central,7
ORD000558,C00278,P008,2024-03-28,43,80.48,0.15,2941.54,Completed,France,West,3
ORD000559,C00402,P002,2026-02-15,1,622.48,0.0,622.48,Completed,Netherlands,North,1
ORD000560,C00048,P020,2026-05-17,2,141.21,0.0,282.42,Completed,Spain,South,1
ORD000561,C00396,P022,2026-05-01,2,10.62,0.0,21.24,Completed,France,West,3
ORD000562,C00320,P004,2025-01-11,1,494.79,0.05,470.05,Completed,France,West,1
ORD000563,C00272,P004,2024-03-26,1,494.79,0.0,494.79,Completed,Netherlands,North,3
ORD000564,C00199,P006,2024-07-21,4,151.4,0.0,605.6,Completed,Germany,Central,2
ORD000565,C00261,P009,2026-03-17,1,105.66,0.0,105.66,Completed,France,West,6
ORD000566,C00230,P001,2023-12-26,1,332.8,0.0,332.8,Completed,Germany,Central,2
ORD000567,C00390,P016,2025-08-06,1,125.53,0.0,125.53,Completed,Spain,South,5
ORD000568,C00222,P020,2024-04-22,1,141.21,0.0,141.21,Completed,Germany,Central,6
ORD000569,C00318,P029,2023-07-27,2,121.11,0.05,230.11,Completed,Germany,Central,1
ORD000570,C00251,P022,2024-09-30,2,10.62,0.05,20.18,Completed,France,West,4
ORD000571,C00430,P027,2025-11-29,1,41.29,0.0,41.29,Completed,Germany,Central,2
ORD000572,C00439,P021,2025-08-15,1,41.22,0.0,41.22,Returned,France,West,3
ORD000573,C00315,P021,2024-10-30,2,41.22,0.05,78.32,Completed,Germany,Central,4
ORD000574,C00384,P020,2023-10-13,3,141.21,0.05,402.45,Returned,Germany,Central,1
ORD000575,C00389,P003,2026-02-06,1,176.54,0.0,176.54,Returned,Germany,Central,6
ORD000576,C00224,P030,2024-08-03,1,63.56,0.0,63.56,Completed,Germany,Central,1
ORD000577,C00112,P022,2025-01-20,1,10.62,0.05,10.09,Completed,Spain,South,7
ORD000578,C00116,P012,2024-11-17,4,37.74,0.0,150.96,Completed,Spain,South,1
ORD000579,C00263,P001,2025-06-22,1,332.8,0.0,332.8,Completed,UK,North,3
ORD000580,C00155,P006,2024-05-09,1,151.4,0.0,151.4,Completed,Germany,Central,7
ORD000581,C00024,P019,2025-06-12,1,105.44,0.0,105.44,Completed,Germany,Central,1
ORD000582,C00082,P015,2026-03-09,1,138.08,0.0,138.08,Completed,Spain,South,4
ORD000583,C00003,P022,2024-07-29,1,10.62,0.05,10.09,Completed,France,West,4
ORD000584,C00256,P014,2024-12-18,1,302.9,0.0,302.9,Completed,UK,North,4
ORD000585,C00237,P007,2025-03-08,37,45.68,0.0,1690.16,Completed,Germany,Central,1
ORD000586,C00136,P025,2025-03-24,1,18.94,0.0,18.94,Completed,Spain,South,4
ORD000587,C00419,P027,2024-03-07,1,41.29,0.0,41.29,Completed,Germany,Central,4
ORD000588,C00459,P023,2025-01-23,1,18.77,0.0,18.77,Returned,Germany,Central,1
ORD000589,C00120,P019,2024-11-04,1,105.44,0.0,105.44,Completed,Germany,Central,1
ORD000590,C00134,P004,2025-09-13,42,494.79,0.05,19742.12,Completed,Germany,Central,6
ORD000591,C00203,P001,2023-08-18,4,332.8,0.0,1331.2,Completed,UK,North,5
ORD000592,C00099,P029,2025-06-03,1,121.11,0.0,121.11,Completed,Germany,Central,5
ORD000593,C00119,P006,2024-07-26,1,151.4,0.0,151.4,Returned,Netherlands,North,5
ORD000594,C00028,P002,2024-03-11,1,622.48,0.0,622.48,Returned,Germany,Central,4
ORD000595,C00081,P001,2025-10-27,1,332.8,0.0,332.8,Completed,Germany,Central,5
ORD000596,C00272,P002,2025-08-21,1,622.48,0.0,622.48,Completed,Netherlands,North,2
ORD000597,C00366,P009,2023-08-09,2,105.66,0.1,190.19,Completed,Netherlands,North,7
ORD000598,C00040,P027,2026-02-23,2,41.29,0.0,82.58,Completed,Germany,Central,5
ORD000599,C00020,P026,2025-02-18,1,23.99,0.0,23.99,Completed,Germany,Central,3
ORD000600,C00314,P010,2025-04-09,2,156.32,0.0,312.64,Completed,Spain,South,7
